************************************************************************************************************************************************

2020-08-16 23:19:40
Starting photon ID training BDT

inFilePath	=	/hdfs/cms/user/wadud/anTGC/BDTdata/mergedSamplesShuffled.root
saveDir		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p02MaxD20/
inTreeName	=	fullEB_Tree
chunksize	=	2000000
logFile		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p02MaxD20//trainWithTune_2020_08_16_23_19_40.log

BDT input features (17) :
['phoE1x3OESCrFull5x5', 'phoE2ndOE3x3Full5x5', 'phoE2ndOESCrFull5x5', 'phoE2ndOEmaxFull5x5', 'phoE2x5OESCrFull5x5', 'phoE5x5OESCrFull5x5', 'phoEmaxOE3x3Full5x5', 'phoEmaxOESCrFull5x5', 'phoEtaWOPhiWFull5x5', 'phoEtaWidth', 'phoPhiWidth', 'phoR9Full5x5', 'phoS4Full5x5', 'phoSieieOSipipFull5x5', 'phoSigmaIEtaIEta', 'phoSigmaIEtaIPhi', 'phoSigmaIPhiIPhi']



Training with params:
{'eval_metric': 'auc', 'sampling_method': 'uniform', 'alpha': 0.01, 'tree_method': 'exact', 'booster': 'gbtree', 'colsample_bytree': 0.5, 'verbosity': 1, 'nthread': -1, 'min_child_weight': 1.8, 'predictor': 'cpu_predictor', 'subsample': 0.5, 'eta': 0.02, 'objective': 'binary:logistic', 'max_depth': 20, 'gamma': 0.05}




Total data:
Total Events	=	2000000 (B/S= 1672280 / 327720 = 5.10)
BackgroundSumW/SignalSumW 	=	118920104.000000 / 962626.812500	=	123.537079
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	118959856.000000 / 962626.812500	=	123.578377

Training data:
Total Events	=	819550 (B/S= 684955 / 134595 = 5.09)
BackgroundSumW/SignalSumW 	=	48728768.000000 / 396644.968750	=	122.852356
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48750264.000000 / 396644.968750	=	122.906548

Validation data:
Total Events	=	579872 (B/S= 485148 / 94724 = 5.12)
BackgroundSumW/SignalSumW 	=	34831516.000000 / 277818.906250	=	125.374893
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34816180.000000 / 277818.906250	=	125.319695

Test data:
Total Events	=	600578 (B/S= 502177 / 98401 = 5.10)
BackgroundSumW/SignalSumW 	=	35359820.000000 / 288163.031250	=	122.707687
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35393416.000000 / 288163.031250	=	122.824280


[0]	train-auc:0.996022	test-auc:0.993524	validation-auc:0.993247
            0.99868, 
            0.998722, 
            0.998762, 
            0.998796, 
            0.998831, 
            0.998858
        ]
    }, 
    "validation": {
        "auc": [
            0.997843, 
            0.997849, 
            0.997848, 
            0.997857, 
            0.997859, 
            0.997857, 
            0.997858, 
            0.997858, 
            0.997854, 
            0.997851, 
            0.997856, 
            0.997855, 
            0.997854, 
            0.997853
        ]
    }
}



[0]	train-auc:0.998064	test-auc:0.997981
[1]	train-auc:0.998187	test-auc:0.99798
[2]	train-auc:0.998245	test-auc:0.99798
[3]	train-auc:0.998302	test-auc:0.997985
[4]	train-auc:0.998405	test-auc:0.997982

Post-validation progress:

{
    "test": {
        "auc": [
            0.997981, 
            0.99798, 
            0.99798, 
            0.997985, 
            0.997982
        ]
    }, 
    "train": {
        "auc": [
            0.998064, 
            0.998187, 
            0.998245, 
            0.998302, 
            0.998405
        ]
    }
}



Chunk 3 processed!


Total data:
Total Events	=	2000000 (B/S= 1671100 / 328900 = 5.08)
BackgroundSumW/SignalSumW 	=	119146784.000000 / 960686.687500	=	124.022522
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119219912.000000 / 960686.687500	=	124.098640

Training data:
Total Events	=	819742 (B/S= 685068 / 134674 = 5.09)
BackgroundSumW/SignalSumW 	=	48607180.000000 / 391697.500000	=	124.093666
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48617780.000000 / 391697.500000	=	124.120728

Validation data:
Total Events	=	580124 (B/S= 484877 / 95247 = 5.09)
BackgroundSumW/SignalSumW 	=	34599972.000000 / 278650.437500	=	124.169807
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34647832.000000 / 278650.437500	=	124.341568

Test data:
Total Events	=	600134 (B/S= 501155 / 98979 = 5.06)
BackgroundSumW/SignalSumW 	=	35939620.000000 / 290338.531250	=	123.785225
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35954288.000000 / 290338.531250	=	123.835747


[0]	train-auc:0.998038	test-auc:0.99775	validation-auc:0.99775
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.998122	test-auc:0.997754	validation-auc:0.997747
[2]	train-auc:0.998217	test-auc:0.997753	validation-auc:0.997749
[3]	train-auc:0.998281	test-auc:0.997752	validation-auc:0.99775
[4]	train-auc:0.998345	test-auc:0.997755	validation-auc:0.997746
[5]	train-auc:0.998396	test-auc:0.997758	validation-auc:0.997752
[6]	train-auc:0.998442	test-auc:0.997749	validation-auc:0.997751
[7]	train-auc:0.998491	test-auc:0.997751	validation-auc:0.997758
[8]	train-auc:0.998544	test-auc:0.997763	validation-auc:0.997754
[9]	train-auc:0.99858	test-auc:0.997758	validation-auc:0.997751
[10]	train-auc:0.998627	test-auc:0.997755	validation-auc:0.997755
[11]	train-auc:0.998667	test-auc:0.997756	validation-auc:0.997752
[12]	train-auc:0.998707	test-auc:0.997752	validation-auc:0.997751
[13]	train-auc:0.998744	test-auc:0.997751	validation-auc:0.997748
[14]	train-auc:0.998782	test-auc:0.997755	validation-auc:0.997745
[15]	train-auc:0.998817	test-auc:0.997752	validation-auc:0.997752
[16]	train-auc:0.998858	test-auc:0.997758	validation-auc:0.997756
[17]	train-auc:0.99889	test-auc:0.997761	validation-auc:0.997757
Stopping. Best iteration:
[7]	train-auc:0.998491	test-auc:0.997751	validation-auc:0.997758


Validation progress:

{
    "test": {
        "auc": [
            0.99775, 
            0.997754, 
            0.997753, 
            0.997752, 
            0.997755, 
            0.997758, 
            0.997749, 
            0.997751, 
            0.997763, 
            0.997758, 
            0.997755, 
            0.997756, 
            0.997752, 
            0.997751, 
            0.997755, 
            0.997752, 
            0.997758
        ]
    }, 
    "train": {
        "auc": [
            0.998038, 
            0.998122, 
            0.998217, 
            0.998281, 
            0.998345, 
            0.998396, 
            0.998442, 
            0.998491, 
            0.998544, 
            0.99858, 
            0.998627, 
            0.998667, 
            0.998707, 
            0.998744, 
            0.998782, 
            0.998817, 
            0.998858
        ]
    }, 
    "validation": {
        "auc": [
            0.99775, 
            0.997747, 
            0.997749, 
            0.99775, 
            0.997746, 
            0.997752, 
            0.997751, 
            0.997758, 
            0.997754, 
            0.997751, 
            0.997755, 
            0.997752, 
            0.997751, 
            0.997748, 
            0.997745, 
            0.997752, 
            0.997756
        ]
    }
}



[0]	train-auc:0.997989	test-auc:0.997753
[1]	train-auc:0.998083	test-auc:0.997752
[2]	train-auc:0.998152	test-auc:0.997749
[3]	train-auc:0.99822	test-auc:0.997751
[4]	train-auc:0.998268	test-auc:0.997751
[5]	train-auc:0.998317	test-auc:0.997751
[6]	train-auc:0.998373	test-auc:0.997744
[7]	train-auc:0.998425	test-auc:0.997741

Post-validation progress:

{
    "test": {
        "auc": [
            0.997753, 
            0.997752, 
            0.997749, 
            0.997751, 
            0.997751, 
            0.997751, 
            0.997744, 
            0.997741
        ]
    }, 
    "train": {
        "auc": [
            0.997989, 
            0.998083, 
            0.998152, 
            0.99822, 
            0.998268, 
            0.998317, 
            0.998373, 
            0.998425
        ]
    }
}



Chunk 4 processed!


Total data:
Total Events	=	2000000 (B/S= 1671802 / 328198 = 5.09)
BackgroundSumW/SignalSumW 	=	119492888.000000 / 953362.625000	=	125.338341
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119387688.000000 / 953362.625000	=	125.227989

Training data:
Total Events	=	819895 (B/S= 685319 / 134576 = 5.09)
BackgroundSumW/SignalSumW 	=	48657552.000000 / 389951.000000	=	124.778633
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48614016.000000 / 389951.000000	=	124.666985

Validation data:
Total Events	=	580524 (B/S= 484944 / 95580 = 5.07)
BackgroundSumW/SignalSumW 	=	35047688.000000 / 280688.031250	=	124.863495
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34988176.000000 / 280688.031250	=	124.651474

Test data:
Total Events	=	599581 (B/S= 501539 / 98042 = 5.12)
BackgroundSumW/SignalSumW 	=	35787632.000000 / 282723.718750	=	126.581642
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35785476.000000 / 282723.718750	=	126.574013


[0]	train-auc:0.998296	test-auc:0.998025	validation-auc:0.997831
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.998397	test-auc:0.998031	validation-auc:0.997833
[2]	train-auc:0.998482	test-auc:0.998035	validation-auc:0.997826
[3]	train-auc:0.998528	test-auc:0.998033	validation-auc:0.997827
[4]	train-auc:0.998584	test-auc:0.998039	validation-auc:0.997826
[5]	train-auc:0.998633	test-auc:0.99804	validation-auc:0.997831
[6]	train-auc:0.998674	test-auc:0.998045	validation-auc:0.997832
[7]	train-auc:0.998719	test-auc:0.998042	validation-auc:0.997834
[8]	train-auc:0.998756	test-auc:0.998046	validation-auc:0.997835
[9]	train-auc:0.998797	test-auc:0.998041	validation-auc:0.997832
[10]	train-auc:0.998839	test-auc:0.998042	validation-auc:0.997828
[11]	train-auc:0.998877	test-auc:0.998048	validation-auc:0.997828
[12]	train-auc:0.998913	test-auc:0.998049	validation-auc:0.997823
[13]	train-auc:0.998955	test-auc:0.998049	validation-auc:0.997825
[14]	train-auc:0.998986	test-auc:0.998054	validation-auc:0.997827
[15]	train-auc:0.999016	test-auc:0.99805	validation-auc:0.997827
[16]	train-auc:0.999045	test-auc:0.998051	validation-auc:0.99783
[17]	train-auc:0.999071	test-auc:0.998055	validation-auc:0.997831
[18]	train-auc:0.999102	test-auc:0.998057	validation-auc:0.997833
Stopping. Best iteration:
[8]	train-auc:0.998756	test-auc:0.998046	validation-auc:0.997835


Validation progress:

{
    "test": {
        "auc": [
            0.998025, 
            0.998031, 
            0.998035, 
            0.998033, 
            0.998039, 
            0.99804, 
            0.998045, 
            0.998042, 
            0.998046, 
            0.998041, 
            0.998042, 
            0.998048, 
            0.998049, 
            0.998049, 
            0.998054, 
            0.99805, 
            0.998051, 
            0.998055
        ]
    }, 
    "train": {
        "auc": [
            0.998296, 
            0.998397, 
            0.998482, 
            0.998528, 
            0.998584, 
            0.998633, 
            0.998674, 
            0.998719, 
            0.998756, 
            0.998797, 
            0.998839, 
            0.998877, 
            0.998913, 
            0.998955, 
            0.998986, 
            0.999016, 
            0.999045, 
            0.999071
        ]
    }, 
    "validation": {
        "auc": [
            0.997831, 
            0.997833, 
            0.997826, 
            0.997827, 
            0.997826, 
            0.997831, 
            0.997832, 
            0.997834, 
            0.997835, 
            0.997832, 
            0.997828, 
            0.997828, 
            0.997823, 
            0.997825, 
            0.997827, 
            0.997827, 
            0.99783, 
            0.997831
        ]
    }
}



[0]	train-auc:0.998128	test-auc:0.998028
[1]	train-auc:0.998255	test-auc:0.998029
[2]	train-auc:0.998324	test-auc:0.998032
[3]	train-auc:0.998395	test-auc:0.998032
[4]	train-auc:0.998452	test-auc:0.998041
[5]	train-auc:0.998501	test-auc:0.998039
[6]	train-auc:0.998552	test-auc:0.998039
[7]	train-auc:0.998602	test-auc:0.998044
[8]	train-auc:0.998643	test-auc:0.998044

Post-validation progress:

{
    "test": {
        "auc": [
            0.998028, 
            0.998029, 
            0.998032, 
            0.998032, 
            0.998041, 
            0.998039, 
            0.998039, 
            0.998044, 
            0.998044
        ]
    }, 
    "train": {
        "auc": [
            0.998128, 
            0.998255, 
            0.998324, 
            0.998395, 
            0.998452, 
            0.998501, 
            0.998552, 
            0.998602, 
            0.998643
        ]
    }
}



Chunk 5 processed!


Total data:
Total Events	=	2000000 (B/S= 1671676 / 328324 = 5.09)
BackgroundSumW/SignalSumW 	=	120431416.000000 / 958725.125000	=	125.616211
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	120455512.000000 / 958725.125000	=	125.641342

Training data:
Total Events	=	820499 (B/S= 685824 / 134675 = 5.09)
BackgroundSumW/SignalSumW 	=	49091108.000000 / 391721.093750	=	125.321587
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	49140188.000000 / 391721.093750	=	125.446877

Validation data:
Total Events	=	579993 (B/S= 484811 / 95182 = 5.09)
BackgroundSumW/SignalSumW 	=	35485752.000000 / 279880.000000	=	126.789169
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35449444.000000 / 279880.000000	=	126.659439

Test data:
Total Events	=	599508 (B/S= 501041 / 98467 = 5.09)
BackgroundSumW/SignalSumW 	=	35854548.000000 / 287124.156250	=	124.874718
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35865852.000000 / 287124.156250	=	124.914085


[0]	train-auc:0.997919	test-auc:0.998266	validation-auc:0.997936
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.998031	test-auc:0.998266	validation-auc:0.997938
[2]	train-auc:0.998102	test-auc:0.998267	validation-auc:0.997931
[3]	train-auc:0.99816	test-auc:0.998267	validation-auc:0.997934
[4]	train-auc:0.998286	test-auc:0.99827	validation-auc:0.997933
[5]	train-auc:0.998343	test-auc:0.99828	validation-auc:0.997945
[6]	train-auc:0.998392	test-auc:0.998282	validation-auc:0.997948
[7]	train-auc:0.998449	test-auc:0.998279	validation-auc:0.997949
[8]	train-auc:0.998497	test-auc:0.998275	validation-auc:0.997947
[9]	train-auc:0.998534	test-auc:0.998271	validation-auc:0.997948
[10]	train-auc:0.998577	test-auc:0.998274	validation-auc:0.997949
[11]	train-auc:0.998616	test-auc:0.998279	validation-auc:0.997952
[12]	train-auc:0.99865	test-auc:0.998278	validation-auc:0.99795
[13]	train-auc:0.998691	test-auc:0.998279	validation-auc:0.99795
[14]	train-auc:0.998731	test-auc:0.998279	validation-auc:0.997955
[15]	train-auc:0.998767	test-auc:0.99828	validation-auc:0.997957
[16]	train-auc:0.998804	test-auc:0.998283	validation-auc:0.997956
[17]	train-auc:0.998835	test-auc:0.998283	validation-auc:0.997956
[18]	train-auc:0.998865	test-auc:0.99828	validation-auc:0.997954
[19]	train-auc:0.998895	test-auc:0.998284	validation-auc:0.997959
[20]	train-auc:0.998932	test-auc:0.99829	validation-auc:0.99796
[21]	train-auc:0.998964	test-auc:0.998291	validation-auc:0.997958
[22]	train-auc:0.998993	test-auc:0.998292	validation-auc:0.997962
[23]	train-auc:0.999024	test-auc:0.998293	validation-auc:0.99796
[24]	train-auc:0.999047	test-auc:0.998291	validation-auc:0.997961
[25]	train-auc:0.999075	test-auc:0.998289	validation-auc:0.997957
[26]	train-auc:0.999101	test-auc:0.998288	validation-auc:0.997961
[27]	train-auc:0.999125	test-auc:0.998287	validation-auc:0.997961
[28]	train-auc:0.999149	test-auc:0.998289	validation-auc:0.99796
[29]	train-auc:0.999174	test-auc:0.998291	validation-auc:0.997965
[30]	train-auc:0.999197	test-auc:0.998291	validation-auc:0.997966
[31]	train-auc:0.999221	test-auc:0.998297	validation-auc:0.99797
[32]	train-auc:0.99924	test-auc:0.998295	validation-auc:0.997976
[33]	train-auc:0.999261	test-auc:0.998295	validation-auc:0.997975
[34]	train-auc:0.999284	test-auc:0.998298	validation-auc:0.997975
[35]	train-auc:0.999302	test-auc:0.998297	validation-auc:0.997976
[36]	train-auc:0.999323	test-auc:0.998299	validation-auc:0.997973
[37]	train-auc:0.999345	test-auc:0.998298	validation-auc:0.997975
[38]	train-auc:0.999364	test-auc:0.998296	validation-auc:0.997976
[39]	train-auc:0.999384	test-auc:0.998294	validation-auc:0.997977
[40]	train-auc:0.999405	test-auc:0.998295	validation-auc:0.997978
[41]	train-auc:0.999424	test-auc:0.998295	validation-auc:0.997976
[42]	train-auc:0.999441	test-auc:0.998295	validation-auc:0.997979
[43]	train-auc:0.999458	test-auc:0.998298	validation-auc:0.99798
[44]	train-auc:0.999477	test-auc:0.9983	validation-auc:0.99798
[45]	train-auc:0.999495	test-auc:0.998301	validation-auc:0.997984
[46]	train-auc:0.999511	test-auc:0.998303	validation-auc:0.997986
[47]	train-auc:0.999525	test-auc:0.998302	validation-auc:0.997988
[48]	train-auc:0.99954	test-auc:0.998304	validation-auc:0.997989
[49]	train-auc:0.999555	test-auc:0.998304	validation-auc:0.997989
[50]	train-auc:0.999568	test-auc:0.998303	validation-auc:0.997987
[51]	train-auc:0.999583	test-auc:0.998304	validation-auc:0.997987
[52]	train-auc:0.999599	test-auc:0.998302	validation-auc:0.997986
[53]	train-auc:0.999615	test-auc:0.9983	validation-auc:0.997986
[54]	train-auc:0.999629	test-auc:0.998301	validation-auc:0.997987
[55]	train-auc:0.999644	test-auc:0.998302	validation-auc:0.99799
[56]	train-auc:0.999658	test-auc:0.998305	validation-auc:0.99799
[57]	train-auc:0.99967	test-auc:0.99831	validation-auc:0.997993
[58]	train-auc:0.999682	test-auc:0.998309	validation-auc:0.997994
[59]	train-auc:0.999694	test-auc:0.998311	validation-auc:0.997993
[60]	train-auc:0.999708	test-auc:0.998311	validation-auc:0.997992
[61]	train-auc:0.999718	test-auc:0.998312	validation-auc:0.997993
[62]	train-auc:0.999728	test-auc:0.998313	validation-auc:0.997994
[63]	train-auc:0.999739	test-auc:0.998314	validation-auc:0.997993
[64]	train-auc:0.999749	test-auc:0.998314	validation-auc:0.997993
[65]	train-auc:0.999761	test-auc:0.998315	validation-auc:0.997995
[66]	train-auc:0.999771	test-auc:0.998318	validation-auc:0.997995
[67]	train-auc:0.99978	test-auc:0.998317	validation-auc:0.997995
[68]	train-auc:0.999788	test-auc:0.998315	validation-auc:0.997995
[69]	train-auc:0.999797	test-auc:0.998315	validation-auc:0.997993
[70]	train-auc:0.999804	test-auc:0.998318	validation-auc:0.997993
[71]	train-auc:0.999812	test-auc:0.998318	validation-auc:0.997994
[72]	train-auc:0.999821	test-auc:0.998317	validation-auc:0.997996
[73]	train-auc:0.99983	test-auc:0.998318	validation-auc:0.997997
[74]	train-auc:0.999838	test-auc:0.99832	validation-auc:0.997993
[75]	train-auc:0.999844	test-auc:0.998318	validation-auc:0.997992
[76]	train-auc:0.999853	test-auc:0.998316	validation-auc:0.99799
[77]	train-auc:0.999859	test-auc:0.998315	validation-auc:0.997989
[78]	train-auc:0.999865	test-auc:0.998315	validation-auc:0.997989
[79]	train-auc:0.999872	test-auc:0.998316	validation-auc:0.997988
[80]	train-auc:0.999877	test-auc:0.998314	validation-auc:0.997986
[81]	train-auc:0.999884	test-auc:0.998313	validation-auc:0.997984
[82]	train-auc:0.999889	test-auc:0.998313	validation-auc:0.997984
[83]	train-auc:0.999893	test-auc:0.998314	validation-auc:0.997986
Stopping. Best iteration:
[73]	train-auc:0.99983	test-auc:0.998318	validation-auc:0.997997


Validation progress:

{
    "test": {
        "auc": [
            0.998266, 
            0.998266, 
            0.998267, 
            0.998267, 
            0.99827, 
            0.99828, 
            0.998282, 
            0.998279, 
            0.998275, 
            0.998271, 
            0.998274, 
            0.998279, 
            0.998278, 
            0.998279, 
            0.998279, 
            0.99828, 
            0.998283, 
            0.998283, 
            0.99828, 
            0.998284, 
            0.99829, 
            0.998291, 
            0.998292, 
            0.998293, 
            0.998291, 
            0.998289, 
            0.998288, 
            0.998287, 
            0.998289, 
            0.998291, 
            0.998291, 
            0.998297, 
            0.998295, 
            0.998295, 
            0.998298, 
            0.998297, 
            0.998299, 
            0.998298, 
            0.998296, 
            0.998294, 
            0.998295, 
            0.998295, 
            0.998295, 
            0.998298, 
            0.9983, 
            0.998301, 
            0.998303, 
            0.998302, 
            0.998304, 
            0.998304, 
            0.998303, 
            0.998304, 
            0.998302, 
            0.9983, 
            0.998301, 
            0.998302, 
            0.998305, 
            0.99831, 
            0.998309, 
            0.998311, 
            0.998311, 
            0.998312, 
            0.998313, 
            0.998314, 
            0.998314, 
            0.998315, 
            0.998318, 
            0.998317, 
            0.998315, 
            0.998315, 
            0.998318, 
            0.998318, 
            0.998317, 
            0.998318, 
            0.99832, 
            0.998318, 
            0.998316, 
            0.998315, 
            0.998315, 
            0.998316, 
            0.998314, 
            0.998313, 
            0.998313
        ]
    }, 
    "train": {
        "auc": [
            0.997919, 
            0.998031, 
            0.998102, 
            0.99816, 
            0.998286, 
            0.998343, 
            0.998392, 
            0.998449, 
            0.998497, 
            0.998534, 
            0.998577, 
            0.998616, 
            0.99865, 
            0.998691, 
            0.998731, 
            0.998767, 
            0.998804, 
            0.998835, 
            0.998865, 
            0.998895, 
            0.998932, 
            0.998964, 
            0.998993, 
            0.999024, 
            0.999047, 
            0.999075, 
            0.999101, 
            0.999125, 
            0.999149, 
            0.999174, 
            0.999197, 
            0.999221, 
            0.99924, 
            0.999261, 
            0.999284, 
            0.999302, 
            0.999323, 
            0.999345, 
            0.999364, 
            0.999384, 
            0.999405, 
            0.999424, 
            0.999441, 
            0.999458, 
            0.999477, 
            0.999495, 
            0.999511, 
            0.999525, 
            0.99954, 
            0.999555, 
            0.999568, 
            0.999583, 
            0.999599, 
            0.999615, 
            0.999629, 
            0.999644, 
            0.999658, 
            0.99967, 
            0.999682, 
            0.999694, 
            0.999708, 
            0.999718, 
            0.999728, 
            0.999739, 
            0.999749, 
            0.999761, 
            0.999771, 
            0.99978, 
            0.999788, 
            0.999797, 
            0.999804, 
            0.999812, 
            0.999821, 
            0.99983, 
            0.999838, 
            0.999844, 
            0.999853, 
            0.999859, 
            0.999865, 
            0.999872, 
            0.999877, 
            0.999884, 
            0.999889
        ]
    }, 
    "validation": {
        "auc": [
            0.997936, 
            0.997938, 
            0.997931, 
            0.997934, 
            0.997933, 
            0.997945, 
            0.997948, 
            0.997949, 
            0.997947, 
            0.997948, 
            0.997949, 
            0.997952, 
            0.99795, 
            0.99795, 
            0.997955, 
            0.997957, 
            0.997956, 
            0.997956, 
            0.997954, 
            0.997959, 
            0.99796, 
            0.997958, 
            0.997962, 
            0.99796, 
            0.997961, 
            0.997957, 
            0.997961, 
            0.997961, 
            0.99796, 
            0.997965, 
            0.997966, 
            0.99797, 
            0.997976, 
            0.997975, 
            0.997975, 
            0.997976, 
            0.997973, 
            0.997975, 
            0.997976, 
            0.997977, 
            0.997978, 
            0.997976, 
            0.997979, 
            0.99798, 
            0.99798, 
            0.997984, 
            0.997986, 
            0.997988, 
            0.997989, 
            0.997989, 
            0.997987, 
            0.997987, 
            0.997986, 
            0.997986, 
            0.997987, 
            0.99799, 
            0.99799, 
            0.997993, 
            0.997994, 
            0.997993, 
            0.997992, 
            0.997993, 
            0.997994, 
            0.997993, 
            0.997993, 
            0.997995, 
            0.997995, 
            0.997995, 
            0.997995, 
            0.997993, 
            0.997993, 
            0.997994, 
            0.997996, 
            0.997997, 
            0.997993, 
            0.997992, 
            0.99799, 
            0.997989, 
            0.997989, 
            0.997988, 
            0.997986, 
            0.997984, 
            0.997984
        ]
    }
}



[0]	train-auc:0.99799	test-auc:0.998275
[1]	train-auc:0.998113	test-auc:0.998285
[2]	train-auc:0.998243	test-auc:0.998282
[3]	train-auc:0.998311	test-auc:0.998286
[4]	train-auc:0.998365	test-auc:0.99829
[5]	train-auc:0.998444	test-auc:0.998293
[6]	train-auc:0.998492	test-auc:0.998292
[7]	train-auc:0.998532	test-auc:0.998293
[8]	train-auc:0.998579	test-auc:0.998293
[9]	train-auc:0.998614	test-auc:0.998292
[10]	train-auc:0.998654	test-auc:0.998296
[11]	train-auc:0.998688	test-auc:0.998296
[12]	train-auc:0.998727	test-auc:0.998297
[13]	train-auc:0.998763	test-auc:0.998295
[14]	train-auc:0.998798	test-auc:0.998292
[15]	train-auc:0.998822	test-auc:0.998292
[16]	train-auc:0.99886	test-auc:0.998293
[17]	train-auc:0.998891	test-auc:0.998294
[18]	train-auc:0.998919	test-auc:0.998292
[19]	train-auc:0.998953	test-auc:0.998295
[20]	train-auc:0.99898	test-auc:0.998294
[21]	train-auc:0.999008	test-auc:0.998297
[22]	train-auc:0.999034	test-auc:0.998299
[23]	train-auc:0.999062	test-auc:0.998303
[24]	train-auc:0.999085	test-auc:0.998302
[25]	train-auc:0.999108	test-auc:0.998304
[26]	train-auc:0.999129	test-auc:0.998304
[27]	train-auc:0.999147	test-auc:0.998306
[28]	train-auc:0.999171	test-auc:0.998309
[29]	train-auc:0.999193	test-auc:0.998313
[30]	train-auc:0.99921	test-auc:0.998311
[31]	train-auc:0.999233	test-auc:0.998311
[32]	train-auc:0.999253	test-auc:0.998313
[33]	train-auc:0.999275	test-auc:0.998315
[34]	train-auc:0.999297	test-auc:0.998314
[35]	train-auc:0.99932	test-auc:0.998317
[36]	train-auc:0.999339	test-auc:0.99832
[37]	train-auc:0.999358	test-auc:0.998319
[38]	train-auc:0.999375	test-auc:0.998319
[39]	train-auc:0.999394	test-auc:0.998322
[40]	train-auc:0.999408	test-auc:0.998322
[41]	train-auc:0.999425	test-auc:0.998324
[42]	train-auc:0.99944	test-auc:0.998323
[43]	train-auc:0.999455	test-auc:0.998322
[44]	train-auc:0.999469	test-auc:0.998321
[45]	train-auc:0.999485	test-auc:0.998321
[46]	train-auc:0.999501	test-auc:0.998321
[47]	train-auc:0.999515	test-auc:0.998318
[48]	train-auc:0.999529	test-auc:0.998321
[49]	train-auc:0.999544	test-auc:0.998321
[50]	train-auc:0.999557	test-auc:0.99832
[51]	train-auc:0.999571	test-auc:0.998321
[52]	train-auc:0.999586	test-auc:0.998322
[53]	train-auc:0.999601	test-auc:0.99832
[54]	train-auc:0.999613	test-auc:0.99832
[55]	train-auc:0.999626	test-auc:0.99832
[56]	train-auc:0.999639	test-auc:0.998324
[57]	train-auc:0.999651	test-auc:0.998321
[58]	train-auc:0.999663	test-auc:0.998318
[59]	train-auc:0.999674	test-auc:0.998318
[60]	train-auc:0.999686	test-auc:0.998317
[61]	train-auc:0.999698	test-auc:0.998319
[62]	train-auc:0.999708	test-auc:0.998318
[63]	train-auc:0.999717	test-auc:0.998316
[64]	train-auc:0.999728	test-auc:0.998315
[65]	train-auc:0.999739	test-auc:0.998317
[66]	train-auc:0.999749	test-auc:0.998315
[67]	train-auc:0.99976	test-auc:0.998316
[68]	train-auc:0.99977	test-auc:0.998316
[69]	train-auc:0.999779	test-auc:0.998317
[70]	train-auc:0.999787	test-auc:0.998318
[71]	train-auc:0.999796	test-auc:0.998317
[72]	train-auc:0.999805	test-auc:0.998317
[73]	train-auc:0.999812	test-auc:0.99832

Post-validation progress:

{
    "test": {
        "auc": [
            0.998275, 
            0.998285, 
            0.998282, 
            0.998286, 
            0.99829, 
            0.998293, 
            0.998292, 
            0.998293, 
            0.998293, 
            0.998292, 
            0.998296, 
            0.998296, 
            0.998297, 
            0.998295, 
            0.998292, 
            0.998292, 
            0.998293, 
            0.998294, 
            0.998292, 
            0.998295, 
            0.998294, 
            0.998297, 
            0.998299, 
            0.998303, 
            0.998302, 
            0.998304, 
            0.998304, 
            0.998306, 
            0.998309, 
            0.998313, 
            0.998311, 
            0.998311, 
            0.998313, 
            0.998315, 
            0.998314, 
            0.998317, 
            0.99832, 
            0.998319, 
            0.998319, 
            0.998322, 
            0.998322, 
            0.998324, 
            0.998323, 
            0.998322, 
            0.998321, 
            0.998321, 
            0.998321, 
            0.998318, 
            0.998321, 
            0.998321, 
            0.99832, 
            0.998321, 
            0.998322, 
            0.99832, 
            0.99832, 
            0.99832, 
            0.998324, 
