************************************************************************************************************************************************

2020-08-16 23:15:47
Starting photon ID training BDT

inFilePath	=	/hdfs/cms/user/wadud/anTGC/BDTdata/mergedSamplesShuffled.root
saveDir		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p1/
inTreeName	=	fullEB_Tree
chunksize	=	2000000
logFile		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p1//trainWithTune_2020_08_16_23_15_47.log

BDT input features (17) :
['phoE1x3OESCrFull5x5', 'phoE2ndOE3x3Full5x5', 'phoE2ndOESCrFull5x5', 'phoE2ndOEmaxFull5x5', 'phoE2x5OESCrFull5x5', 'phoE5x5OESCrFull5x5', 'phoEmaxOE3x3Full5x5', 'phoEmaxOESCrFull5x5', 'phoEtaWOPhiWFull5x5', 'phoEtaWidth', 'phoPhiWidth', 'phoR9Full5x5', 'phoS4Full5x5', 'phoSieieOSipipFull5x5', 'phoSigmaIEtaIEta', 'phoSigmaIEtaIPhi', 'phoSigmaIPhiIPhi']



Training with params:
{'eval_metric': 'auc', 'sampling_method': 'uniform', 'alpha': 0.01, 'tree_method': 'exact', 'booster': 'gbtree', 'colsample_bytree': 0.5, 'verbosity': 1, 'nthread': -1, 'min_child_weight': 1.8, 'predictor': 'cpu_predictor', 'subsample': 0.5, 'eta': 0.1, 'objective': 'binary:logistic', 'max_depth': 22, 'gamma': 0.05}




Total data:
Total Events	=	2000000 (B/S= 1672280 / 327720 = 5.10)
BackgroundSumW/SignalSumW 	=	118920104.000000 / 962626.812500	=	123.537079
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	118959856.000000 / 962626.812500	=	123.578377

Training data:
Total Events	=	819550 (B/S= 684955 / 134595 = 5.09)
BackgroundSumW/SignalSumW 	=	48728768.000000 / 396644.968750	=	122.852356
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48750264.000000 / 396644.968750	=	122.906548

Validation data:
Total Events	=	579872 (B/S= 485148 / 94724 = 5.12)
BackgroundSumW/SignalSumW 	=	34831516.000000 / 277818.906250	=	125.374893
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34816180.000000 / 277818.906250	=	125.319695

Test data:
Total Events	=	600578 (B/S= 502177 / 98401 = 5.10)
BackgroundSumW/SignalSumW 	=	35359820.000000 / 288163.031250	=	122.707687
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35393416.000000 / 288163.031250	=	122.824280


[0]	train-auc:0.996117	test-auc:0.993527	validation-auc:0.993337
[46]	train-auc:0.975894	test-auc:0.958024
[47]	train-auc:0.975608	test-auc:0.957601
[48]	train-auc:0.976188	test-auc:0.958122
[49]	train-auc:0.976517	test-auc:0.958337
[50]	train-auc:0.977284	test-auc:0.958823
[51]	train-auc:0.977464	test-auc:0.958764
[52]	train-auc:0.977926	test-auc:0.959087
[53]	train-auc:0.977892	test-auc:0.958973
[54]	train-auc:0.978321	test-auc:0.959329
[55]	train-auc:0.978349	test-auc:0.959183
[56]	train-auc:0.97864	test-auc:0.959358
[57]	train-auc:0.979092	test-auc:0.959589
[58]	train-auc:0.979595	test-auc:0.960083
[59]	train-auc:0.979535	test-auc:0.960204
[60]	train-auc:0.97999	test-auc:0.960428
[61]	train-auc:0.980138	test-auc:0.96047
[62]	train-auc:0.980527	test-auc:0.960875
[63]	train-auc:0.980832	test-auc:0.960912
[64]	train-auc:0.981234	test-auc:0.961196
[65]	train-auc:0.981507	test-auc:0.961385
[66]	train-auc:0.981539	test-auc:0.961426
[67]	train-auc:0.981847	test-auc:0.961672
[68]	train-auc:0.982101	test-auc:0.961811
[69]	train-auc:0.982404	test-auc:0.961898
[70]	train-auc:0.982624	test-auc:0.962228
[71]	train-auc:0.982983	test-auc:0.962479
[72]	train-auc:0.983094	test-auc:0.962547
[73]	train-auc:0.983087	test-auc:0.962409
[74]	train-auc:0.983384	test-auc:0.962643
[75]	train-auc:0.983544	test-auc:0.962628
[76]	train-auc:0.983729	test-auc:0.96268
[77]	train-auc:0.984138	test-auc:0.962955
[78]	train-auc:0.984415	test-auc:0.963172
[79]	train-auc:0.984635	test-auc:0.963318
[80]	train-auc:0.984551	test-auc:0.963216
[81]	train-auc:0.984786	test-auc:0.963375
[82]	train-auc:0.984978	test-auc:0.963576
[83]	train-auc:0.985289	test-auc:0.963959
[84]	train-auc:0.985466	test-auc:0.96394
[85]	train-auc:0.985586	test-auc:0.964099
[86]	train-auc:0.985699	test-auc:0.964234
[87]	train-auc:0.985868	test-auc:0.964331
[88]	train-auc:0.986073	test-auc:0.964548
[89]	train-auc:0.986252	test-auc:0.964752
[90]	train-auc:0.986396	test-auc:0.964904
[91]	train-auc:0.986567	test-auc:0.964954
[92]	train-auc:0.986895	test-auc:0.965518
[93]	train-auc:0.987036	test-auc:0.965647
[94]	train-auc:0.987126	test-auc:0.965597
[95]	train-auc:0.987197	test-auc:0.965516
[96]	train-auc:0.987385	test-auc:0.965645
[97]	train-auc:0.987493	test-auc:0.965792
[98]	train-auc:0.987607	test-auc:0.965771
[99]	train-auc:0.98774	test-auc:0.965785
[100]	train-auc:0.98792	test-auc:0.965898
[101]	train-auc:0.988115	test-auc:0.965971
[102]	train-auc:0.988314	test-auc:0.966187
[103]	train-auc:0.988481	test-auc:0.966278
[104]	train-auc:0.988562	test-auc:0.966411
[105]	train-auc:0.98871	test-auc:0.96651
[106]	train-auc:0.988901	test-auc:0.966587
[107]	train-auc:0.988989	test-auc:0.966607
[108]	train-auc:0.988966	test-auc:0.966242
[109]	train-auc:0.989026	test-auc:0.966296
[110]	train-auc:0.989237	test-auc:0.966511
[111]	train-auc:0.989372	test-auc:0.96662
[112]	train-auc:0.989482	test-auc:0.966642
[113]	train-auc:0.989672	test-auc:0.966708
[114]	train-auc:0.989754	test-auc:0.966718
[115]	train-auc:0.989892	test-auc:0.966779
[116]	train-auc:0.989939	test-auc:0.96668
[117]	train-auc:0.990042	test-auc:0.966705
[118]	train-auc:0.990094	test-auc:0.966629
[119]	train-auc:0.990239	test-auc:0.966681
[120]	train-auc:0.990339	test-auc:0.966694
[121]	train-auc:0.990441	test-auc:0.966794
[122]	train-auc:0.990554	test-auc:0.966958

Post-validation progress:

{
    "test": {
        "auc": [
            0.897761, 
            0.904816, 
            0.912864, 
            0.918236, 
            0.922306, 
            0.92806, 
            0.929333, 
            0.933005, 
            0.935709, 
            0.937944, 
            0.939193, 
            0.941034, 
            0.941901, 
            0.943795, 
            0.944882, 
            0.947036, 
            0.947608, 
            0.948694, 
            0.94795, 
            0.946003, 
            0.947614, 
            0.948258, 
            0.948741, 
            0.949243, 
            0.949293, 
            0.951265, 
            0.951761, 
            0.951283, 
            0.952102, 
            0.952655, 
            0.952573, 
            0.952951, 
            0.953941, 
            0.95427, 
            0.954417, 
            0.954737, 
            0.954318, 
            0.954782, 
            0.955754, 
            0.956185, 
            0.95649, 
            0.956851, 
            0.957186, 
            0.956783, 
            0.957228, 
            0.957613, 
            0.958024, 
            0.957601, 
            0.958122, 
            0.958337, 
            0.958823, 
            0.958764, 
            0.959087, 
            0.958973, 
            0.959329, 
            0.959183, 
            0.959358, 
            0.959589, 
            0.960083, 
            0.960204, 
            0.960428, 
            0.96047, 
            0.960875, 
            0.960912, 
            0.961196, 
            0.961385, 
            0.961426, 
            0.961672, 
            0.961811, 
            0.961898, 
            0.962228, 
            0.962479, 
            0.962547, 
            0.962409, 
            0.962643, 
            0.962628, 
            0.96268, 
            0.962955, 
            0.963172, 
            0.963318, 
            0.963216, 
            0.963375, 
            0.963576, 
            0.963959, 
            0.96394, 
            0.964099, 
            0.964234, 
            0.964331, 
            0.964548, 
            0.964752, 
            0.964904, 
            0.964954, 
            0.965518, 
            0.965647, 
            0.965597, 
            0.965516, 
            0.965645, 
            0.965792, 
            0.965771, 
            0.965785, 
            0.965898, 
            0.965971, 
            0.966187, 
            0.966278, 
            0.966411, 
            0.96651, 
            0.966587, 
            0.966607, 
            0.966242, 
            0.966296, 
            0.966511, 
            0.96662, 
            0.966642, 
            0.966708, 
            0.966718, 
            0.966779, 
            0.96668, 
            0.966705, 
            0.966629, 
            0.966681, 
            0.966694, 
            0.966794, 
            0.966958
        ]
    }, 
    "train": {
        "auc": [
            0.902334, 
            0.909487, 
            0.919087, 
            0.926013, 
            0.930587, 
            0.937561, 
            0.939506, 
            0.944038, 
            0.947124, 
            0.949952, 
            0.950983, 
            0.952682, 
            0.953602, 
            0.955613, 
            0.957054, 
            0.959106, 
            0.960115, 
            0.961122, 
            0.959943, 
            0.958226, 
            0.960179, 
            0.961406, 
            0.962272, 
            0.96291, 
            0.963381, 
            0.96504, 
            0.965731, 
            0.965284, 
            0.966395, 
            0.966949, 
            0.966946, 
            0.967376, 
            0.96844, 
            0.969035, 
            0.969304, 
            0.969955, 
            0.97021, 
            0.970991, 
            0.971903, 
            0.9726, 
            0.973056, 
            0.973764, 
            0.974221, 
            0.974263, 
            0.974773, 
            0.97542, 
            0.975894, 
            0.975608, 
            0.976188, 
            0.976517, 
            0.977284, 
            0.977464, 
            0.977926, 
            0.977892, 
            0.978321, 
            0.978349, 
            0.97864, 
            0.979092, 
            0.979595, 
            0.979535, 
            0.97999, 
            0.980138, 
            0.980527, 
            0.980832, 
            0.981234, 
            0.981507, 
            0.981539, 
            0.981847, 
            0.982101, 
            0.982404, 
            0.982624, 
            0.982983, 
            0.983094, 
            0.983087, 
            0.983384, 
            0.983544, 
            0.983729, 
            0.984138, 
            0.984415, 
            0.984635, 
            0.984551, 
            0.984786, 
            0.984978, 
            0.985289, 
            0.985466, 
            0.985586, 
            0.985699, 
            0.985868, 
            0.986073, 
            0.986252, 
            0.986396, 
            0.986567, 
            0.986895, 
            0.987036, 
            0.987126, 
            0.987197, 
            0.987385, 
            0.987493, 
            0.987607, 
            0.98774, 
            0.98792, 
            0.988115, 
            0.988314, 
            0.988481, 
            0.988562, 
            0.98871, 
            0.988901, 
            0.988989, 
            0.988966, 
            0.989026, 
            0.989237, 
            0.989372, 
            0.989482, 
            0.989672, 
            0.989754, 
            0.989892, 
            0.989939, 
            0.990042, 
            0.990094, 
            0.990239, 
            0.990339, 
            0.990441, 
            0.990554
        ]
    }
}



Chunk 11 processed!


Total data:
Total Events	=	2000000 (B/S= 1671774 / 328226 = 5.09)
BackgroundSumW/SignalSumW 	=	119266752.000000 / 956849.875000	=	124.645210
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119308872.000000 / 956849.875000	=	124.689224

Training data:
Total Events	=	818862 (B/S= 684059 / 134803 = 5.07)
BackgroundSumW/SignalSumW 	=	48900656.000000 / 395445.375000	=	123.659698
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48914304.000000 / 395445.375000	=	123.694214

Validation data:
Total Events	=	580423 (B/S= 485589 / 94834 = 5.12)
BackgroundSumW/SignalSumW 	=	34556016.000000 / 275165.656250	=	125.582588
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34550156.000000 / 275165.656250	=	125.561295

Test data:
Total Events	=	600715 (B/S= 502126 / 98589 = 5.09)
BackgroundSumW/SignalSumW 	=	35810064.000000 / 286238.843750	=	125.105537
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35844400.000000 / 286238.843750	=	125.225494


[0]	train-auc:0.936777	test-auc:0.933816	validation-auc:0.932039
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.930279	test-auc:0.926999	validation-auc:0.925118
[2]	train-auc:0.932707	test-auc:0.928231	validation-auc:0.926208
[3]	train-auc:0.938657	test-auc:0.932521	validation-auc:0.931531
[4]	train-auc:0.942304	test-auc:0.935281	validation-auc:0.934845
[5]	train-auc:0.946451	test-auc:0.939503	validation-auc:0.938639
[6]	train-auc:0.950077	test-auc:0.942631	validation-auc:0.941871
[7]	train-auc:0.951764	test-auc:0.944066	validation-auc:0.943463
[8]	train-auc:0.953781	test-auc:0.946042	validation-auc:0.945008
[9]	train-auc:0.952943	test-auc:0.945754	validation-auc:0.944105
[10]	train-auc:0.954497	test-auc:0.946969	validation-auc:0.945156
[11]	train-auc:0.9575	test-auc:0.94965	validation-auc:0.947519
[12]	train-auc:0.954763	test-auc:0.946476	validation-auc:0.944334
[13]	train-auc:0.956171	test-auc:0.947833	validation-auc:0.9456
[14]	train-auc:0.957325	test-auc:0.949002	validation-auc:0.94667
[15]	train-auc:0.958718	test-auc:0.950196	validation-auc:0.947933
[16]	train-auc:0.962066	test-auc:0.953935	validation-auc:0.951116
[17]	train-auc:0.963615	test-auc:0.955479	validation-auc:0.952824
[18]	train-auc:0.963977	test-auc:0.955276	validation-auc:0.9526
[19]	train-auc:0.964676	test-auc:0.955928	validation-auc:0.953053
[20]	train-auc:0.965548	test-auc:0.956434	validation-auc:0.953583
[21]	train-auc:0.966714	test-auc:0.957587	validation-auc:0.954665
[22]	train-auc:0.966999	test-auc:0.957285	validation-auc:0.954369
[23]	train-auc:0.967409	test-auc:0.957633	validation-auc:0.954626
[24]	train-auc:0.967376	test-auc:0.95736	validation-auc:0.954652
[25]	train-auc:0.967624	test-auc:0.957335	validation-auc:0.954336
[26]	train-auc:0.968136	test-auc:0.957643	validation-auc:0.954768
[27]	train-auc:0.962978	test-auc:0.952661	validation-auc:0.949905
[28]	train-auc:0.963374	test-auc:0.952917	validation-auc:0.950028
[29]	train-auc:0.964227	test-auc:0.953394	validation-auc:0.950688
[30]	train-auc:0.965593	test-auc:0.954897	validation-auc:0.95193
[31]	train-auc:0.966849	test-auc:0.955865	validation-auc:0.95305
[32]	train-auc:0.968176	test-auc:0.956968	validation-auc:0.954443
[33]	train-auc:0.9687	test-auc:0.957358	validation-auc:0.954899
[34]	train-auc:0.968994	test-auc:0.957684	validation-auc:0.955287
[35]	train-auc:0.969665	test-auc:0.958107	validation-auc:0.955769
[36]	train-auc:0.96969	test-auc:0.957991	validation-auc:0.955343
[37]	train-auc:0.969898	test-auc:0.957814	validation-auc:0.955093
[38]	train-auc:0.970802	test-auc:0.958667	validation-auc:0.95599
[39]	train-auc:0.971584	test-auc:0.959432	validation-auc:0.956815
[40]	train-auc:0.972438	test-auc:0.96018	validation-auc:0.957589
[41]	train-auc:0.972809	test-auc:0.96044	validation-auc:0.957827
[42]	train-auc:0.974008	test-auc:0.961471	validation-auc:0.958921
[43]	train-auc:0.974085	test-auc:0.961314	validation-auc:0.958939
[44]	train-auc:0.974371	test-auc:0.961526	validation-auc:0.959253
[45]	train-auc:0.974709	test-auc:0.961911	validation-auc:0.95947
[46]	train-auc:0.975157	test-auc:0.962199	validation-auc:0.959951
[47]	train-auc:0.975464	test-auc:0.962258	validation-auc:0.960052
[48]	train-auc:0.975674	test-auc:0.962195	validation-auc:0.960123
[49]	train-auc:0.975952	test-auc:0.962387	validation-auc:0.960194
[50]	train-auc:0.976616	test-auc:0.96289	validation-auc:0.960854
[51]	train-auc:0.976561	test-auc:0.962751	validation-auc:0.96086
[52]	train-auc:0.976785	test-auc:0.962902	validation-auc:0.960834
[53]	train-auc:0.97708	test-auc:0.962909	validation-auc:0.960806
[54]	train-auc:0.977576	test-auc:0.963285	validation-auc:0.96108
[55]	train-auc:0.9777	test-auc:0.963342	validation-auc:0.961106
[56]	train-auc:0.978219	test-auc:0.963804	validation-auc:0.96145
[57]	train-auc:0.978636	test-auc:0.964041	validation-auc:0.961707
[58]	train-auc:0.97838	test-auc:0.963699	validation-auc:0.961249
[59]	train-auc:0.978902	test-auc:0.964002	validation-auc:0.961568
[60]	train-auc:0.97883	test-auc:0.96383	validation-auc:0.961428
[61]	train-auc:0.979277	test-auc:0.964371	validation-auc:0.962053
[62]	train-auc:0.979492	test-auc:0.964546	validation-auc:0.962096
[63]	train-auc:0.979962	test-auc:0.964943	validation-auc:0.962561
[64]	train-auc:0.980169	test-auc:0.965024	validation-auc:0.962608
[65]	train-auc:0.98054	test-auc:0.965338	validation-auc:0.962847
[66]	train-auc:0.980822	test-auc:0.96527	validation-auc:0.963126
[67]	train-auc:0.981071	test-auc:0.965513	validation-auc:0.963196
[68]	train-auc:0.981331	test-auc:0.96548	validation-auc:0.963111
[69]	train-auc:0.981359	test-auc:0.965497	validation-auc:0.962932
[70]	train-auc:0.981555	test-auc:0.965669	validation-auc:0.963162
[71]	train-auc:0.981863	test-auc:0.965939	validation-auc:0.963364
[72]	train-auc:0.981539	test-auc:0.965353	validation-auc:0.9627
[73]	train-auc:0.98191	test-auc:0.96566	validation-auc:0.963089
[74]	train-auc:0.981856	test-auc:0.965709	validation-auc:0.962936
[75]	train-auc:0.982109	test-auc:0.965737	validation-auc:0.963077
[76]	train-auc:0.98249	test-auc:0.965946	validation-auc:0.963381
[77]	train-auc:0.982747	test-auc:0.96601	validation-auc:0.963484
[78]	train-auc:0.982854	test-auc:0.966165	validation-auc:0.963699
[79]	train-auc:0.983312	test-auc:0.966566	validation-auc:0.964063
[80]	train-auc:0.983702	test-auc:0.966822	validation-auc:0.96415
[81]	train-auc:0.983777	test-auc:0.966855	validation-auc:0.964096
[82]	train-auc:0.983853	test-auc:0.966687	validation-auc:0.963929
[83]	train-auc:0.983891	test-auc:0.966272	validation-auc:0.963501
[84]	train-auc:0.983846	test-auc:0.966071	validation-auc:0.963454
[85]	train-auc:0.983997	test-auc:0.966084	validation-auc:0.963344
[86]	train-auc:0.984164	test-auc:0.966186	validation-auc:0.963478
[87]	train-auc:0.984322	test-auc:0.966303	validation-auc:0.963521
[88]	train-auc:0.984492	test-auc:0.966462	validation-auc:0.96353
[89]	train-auc:0.98478	test-auc:0.966651	validation-auc:0.963625
[90]	train-auc:0.984976	test-auc:0.966807	validation-auc:0.96376
Stopping. Best iteration:
[80]	train-auc:0.983702	test-auc:0.966822	validation-auc:0.96415


Validation progress:

{
    "test": {
        "auc": [
            0.933816, 
            0.926999, 
            0.928231, 
            0.932521, 
            0.935281, 
            0.939503, 
            0.942631, 
            0.944066, 
            0.946042, 
            0.945754, 
            0.946969, 
            0.94965, 
            0.946476, 
            0.947833, 
            0.949002, 
            0.950196, 
            0.953935, 
            0.955479, 
            0.955276, 
            0.955928, 
            0.956434, 
            0.957587, 
            0.957285, 
            0.957633, 
            0.95736, 
            0.957335, 
            0.957643, 
            0.952661, 
            0.952917, 
            0.953394, 
            0.954897, 
            0.955865, 
            0.956968, 
            0.957358, 
            0.957684, 
            0.958107, 
            0.957991, 
            0.957814, 
            0.958667, 
            0.959432, 
            0.96018, 
            0.96044, 
            0.961471, 
            0.961314, 
            0.961526, 
            0.961911, 
            0.962199, 
            0.962258, 
            0.962195, 
            0.962387, 
            0.96289, 
            0.962751, 
            0.962902, 
            0.962909, 
            0.963285, 
            0.963342, 
            0.963804, 
            0.964041, 
            0.963699, 
            0.964002, 
            0.96383, 
            0.964371, 
            0.964546, 
            0.964943, 
            0.965024, 
            0.965338, 
            0.96527, 
            0.965513, 
            0.96548, 
            0.965497, 
            0.965669, 
            0.965939, 
            0.965353, 
            0.96566, 
            0.965709, 
            0.965737, 
            0.965946, 
            0.96601, 
            0.966165, 
            0.966566, 
            0.966822, 
            0.966855, 
            0.966687, 
            0.966272, 
            0.966071, 
            0.966084, 
            0.966186, 
            0.966303, 
            0.966462, 
            0.966651
        ]
    }, 
    "train": {
        "auc": [
            0.936777, 
            0.930279, 
            0.932707, 
            0.938657, 
            0.942304, 
            0.946451, 
            0.950077, 
            0.951764, 
            0.953781, 
            0.952943, 
            0.954497, 
            0.9575, 
            0.954763, 
            0.956171, 
            0.957325, 
            0.958718, 
            0.962066, 
            0.963615, 
            0.963977, 
            0.964676, 
            0.965548, 
            0.966714, 
            0.966999, 
            0.967409, 
            0.967376, 
            0.967624, 
            0.968136, 
            0.962978, 
            0.963374, 
            0.964227, 
            0.965593, 
            0.966849, 
            0.968176, 
            0.9687, 
            0.968994, 
            0.969665, 
            0.96969, 
            0.969898, 
            0.970802, 
            0.971584, 
            0.972438, 
            0.972809, 
            0.974008, 
            0.974085, 
            0.974371, 
            0.974709, 
            0.975157, 
            0.975464, 
            0.975674, 
            0.975952, 
            0.976616, 
            0.976561, 
            0.976785, 
            0.97708, 
            0.977576, 
            0.9777, 
            0.978219, 
            0.978636, 
            0.97838, 
            0.978902, 
            0.97883, 
            0.979277, 
            0.979492, 
            0.979962, 
            0.980169, 
            0.98054, 
            0.980822, 
            0.981071, 
            0.981331, 
            0.981359, 
            0.981555, 
            0.981863, 
            0.981539, 
            0.98191, 
            0.981856, 
            0.982109, 
            0.98249, 
            0.982747, 
            0.982854, 
            0.983312, 
            0.983702, 
            0.983777, 
            0.983853, 
            0.983891, 
            0.983846, 
            0.983997, 
            0.984164, 
            0.984322, 
            0.984492, 
            0.98478
        ]
    }, 
    "validation": {
        "auc": [
            0.932039, 
            0.925118, 
            0.926208, 
            0.931531, 
            0.934845, 
            0.938639, 
            0.941871, 
            0.943463, 
            0.945008, 
            0.944105, 
            0.945156, 
            0.947519, 
            0.944334, 
            0.9456, 
            0.94667, 
            0.947933, 
            0.951116, 
            0.952824, 
            0.9526, 
            0.953053, 
            0.953583, 
            0.954665, 
            0.954369, 
            0.954626, 
            0.954652, 
            0.954336, 
            0.954768, 
            0.949905, 
            0.950028, 
            0.950688, 
            0.95193, 
            0.95305, 
            0.954443, 
            0.954899, 
            0.955287, 
            0.955769, 
            0.955343, 
            0.955093, 
            0.95599, 
            0.956815, 
            0.957589, 
            0.957827, 
            0.958921, 
            0.958939, 
            0.959253, 
            0.95947, 
            0.959951, 
            0.960052, 
            0.960123, 
            0.960194, 
            0.960854, 
            0.96086, 
            0.960834, 
            0.960806, 
            0.96108, 
            0.961106, 
            0.96145, 
            0.961707, 
            0.961249, 
            0.961568, 
            0.961428, 
            0.962053, 
            0.962096, 
            0.962561, 
            0.962608, 
            0.962847, 
            0.963126, 
            0.963196, 
            0.963111, 
            0.962932, 
            0.963162, 
            0.963364, 
            0.9627, 
            0.963089, 
            0.962936, 
            0.963077, 
            0.963381, 
            0.963484, 
            0.963699, 
            0.964063, 
            0.96415, 
            0.964096, 
            0.963929, 
            0.963501, 
            0.963454, 
            0.963344, 
            0.963478, 
            0.963521, 
            0.96353, 
            0.963625
        ]
    }
}



[0]	train-auc:0.944709	test-auc:0.945783
[1]	train-auc:0.938632	test-auc:0.937835
[2]	train-auc:0.938463	test-auc:0.937045
[3]	train-auc:0.939208	test-auc:0.93728
[4]	train-auc:0.937755	test-auc:0.935259
[5]	train-auc:0.940652	test-auc:0.936813
[6]	train-auc:0.942934	test-auc:0.938679
[7]	train-auc:0.945029	test-auc:0.940352
[8]	train-auc:0.947277	test-auc:0.942045
[9]	train-auc:0.948531	test-auc:0.943092
[10]	train-auc:0.949148	test-auc:0.943146
[11]	train-auc:0.951054	test-auc:0.945127
[12]	train-auc:0.951871	test-auc:0.945417
[13]	train-auc:0.95371	test-auc:0.946919
[14]	train-auc:0.954092	test-auc:0.947074
[15]	train-auc:0.954926	test-auc:0.947379
[16]	train-auc:0.955268	test-auc:0.947683
[17]	train-auc:0.956028	test-auc:0.948258
[18]	train-auc:0.957121	test-auc:0.948527
[19]	train-auc:0.958231	test-auc:0.949479
[20]	train-auc:0.95868	test-auc:0.949515
[21]	train-auc:0.958727	test-auc:0.949484
[22]	train-auc:0.958875	test-auc:0.949086
[23]	train-auc:0.959645	test-auc:0.949688
[24]	train-auc:0.960365	test-auc:0.950146
[25]	train-auc:0.960964	test-auc:0.950855
[26]	train-auc:0.96145	test-auc:0.951395
[27]	train-auc:0.962312	test-auc:0.951968
[28]	train-auc:0.962448	test-auc:0.951641
[29]	train-auc:0.962677	test-auc:0.951517
[30]	train-auc:0.963057	test-auc:0.951616
[31]	train-auc:0.963366	test-auc:0.951607
[32]	train-auc:0.963781	test-auc:0.951617
[33]	train-auc:0.963785	test-auc:0.951717
[34]	train-auc:0.964297	test-auc:0.952394
[35]	train-auc:0.964894	test-auc:0.952833
[36]	train-auc:0.964022	test-auc:0.951905
[37]	train-auc:0.963372	test-auc:0.950999
[38]	train-auc:0.964102	test-auc:0.951456
[39]	train-auc:0.964675	test-auc:0.952141
[40]	train-auc:0.96511	test-auc:0.952368
[41]	train-auc:0.96583	test-auc:0.952458
[42]	train-auc:0.966612	test-auc:0.953202
[43]	train-auc:0.96633	test-auc:0.952941
[44]	train-auc:0.966379	test-auc:0.952817
[45]	train-auc:0.96721	test-auc:0.953755
[46]	train-auc:0.967851	test-auc:0.954153
[47]	train-auc:0.968395	test-auc:0.954713
[48]	train-auc:0.969188	test-auc:0.955346
[49]	train-auc:0.968638	test-auc:0.954614
[50]	train-auc:0.969358	test-auc:0.955162
[51]	train-auc:0.970314	test-auc:0.956302
[52]	train-auc:0.970556	test-auc:0.956632
[53]	train-auc:0.971111	test-auc:0.957057
[54]	train-auc:0.971677	test-auc:0.957207
[55]	train-auc:0.971768	test-auc:0.957088
[56]	train-auc:0.972278	test-auc:0.957399
[57]	train-auc:0.972743	test-auc:0.958083
[58]	train-auc:0.973459	test-auc:0.958623
[59]	train-auc:0.973953	test-auc:0.958848
[60]	train-auc:0.974524	test-auc:0.959268
[61]	train-auc:0.975165	test-auc:0.959622
[62]	train-auc:0.975577	test-auc:0.959753
[63]	train-auc:0.975958	test-auc:0.959933
[64]	train-auc:0.976307	test-auc:0.960241
[65]	train-auc:0.976211	test-auc:0.959791
[66]	train-auc:0.975935	test-auc:0.959345
[67]	train-auc:0.97635	test-auc:0.95957
[68]	train-auc:0.976926	test-auc:0.959941
[69]	train-auc:0.977395	test-auc:0.960426
[70]	train-auc:0.977976	test-auc:0.960819
[71]	train-auc:0.978237	test-auc:0.960505
[72]	train-auc:0.978333	test-auc:0.960452
[73]	train-auc:0.978654	test-auc:0.960704
[74]	train-auc:0.978955	test-auc:0.960859
[75]	train-auc:0.977511	test-auc:0.959468
[76]	train-auc:0.978193	test-auc:0.960122
[77]	train-auc:0.978199	test-auc:0.960056
[78]	train-auc:0.97868	test-auc:0.960411
[79]	train-auc:0.979106	test-auc:0.960637
[80]	train-auc:0.979608	test-auc:0.961123

Post-validation progress:

{
    "test": {
        "auc": [
            0.945783, 
            0.937835, 
            0.937045, 
            0.93728, 
            0.935259, 
            0.936813, 
            0.938679, 
            0.940352, 
            0.942045, 
            0.943092, 
            0.943146, 
            0.945127, 
            0.945417, 
            0.946919, 
            0.947074, 
            0.947379, 
            0.947683, 
            0.948258, 
            0.948527, 
            0.949479, 
            0.949515, 
            0.949484, 
            0.949086, 
            0.949688, 
            0.950146, 
            0.950855, 
            0.951395, 
            0.951968, 
            0.951641, 
            0.951517, 
            0.951616, 
            0.951607, 
            0.951617, 
            0.951717, 
            0.952394, 
            0.952833, 
            0.951905, 
            0.950999, 
            0.951456, 
            0.952141, 
            0.952368, 
            0.952458, 
            0.953202, 
            0.952941, 
            0.952817, 
            0.953755, 
            0.954153, 
            0.954713, 
            0.955346, 
            0.954614, 
            0.955162, 
            0.956302, 
            0.956632, 
            0.957057, 
            0.957207, 
            0.957088, 
            0.957399, 
            0.958083, 
            0.958623, 
            0.958848, 
            0.959268, 
            0.959622, 
            0.959753, 
            0.959933, 
            0.960241, 
            0.959791, 
            0.959345, 
            0.95957, 
            0.959941, 
            0.960426, 
            0.960819, 
            0.960505, 
            0.960452, 
            0.960704, 
            0.960859, 
            0.959468, 
            0.960122, 
            0.960056, 
            0.960411, 
            0.960637, 
            0.961123
        ]
    }, 
    "train": {
        "auc": [
            0.944709, 
            0.938632, 
            0.938463, 
            0.939208, 
            0.937755, 
            0.940652, 
            0.942934, 
            0.945029, 
            0.947277, 
            0.948531, 
            0.949148, 
            0.951054, 
            0.951871, 
            0.95371, 
            0.954092, 
            0.954926, 
            0.955268, 
            0.956028, 
