************************************************************************************************************************************************

2020-08-16 23:39:53
Starting photon ID training BDT

inFilePath	=	/hdfs/cms/user/wadud/anTGC/BDTdata/mergedSamplesShuffled.root
saveDir		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p1Alpha0/
inTreeName	=	fullEB_Tree
chunksize	=	2000000
logFile		=	/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/phoIDstudy/BDT/data/trainingEta0p1Alpha0//trainWithTune_2020_08_16_23_39_53.log

BDT input features (17) :
['phoE1x3OESCrFull5x5', 'phoE2ndOE3x3Full5x5', 'phoE2ndOESCrFull5x5', 'phoE2ndOEmaxFull5x5', 'phoE2x5OESCrFull5x5', 'phoE5x5OESCrFull5x5', 'phoEmaxOE3x3Full5x5', 'phoEmaxOESCrFull5x5', 'phoEtaWOPhiWFull5x5', 'phoEtaWidth', 'phoPhiWidth', 'phoR9Full5x5', 'phoS4Full5x5', 'phoSieieOSipipFull5x5', 'phoSigmaIEtaIEta', 'phoSigmaIEtaIPhi', 'phoSigmaIPhiIPhi']



Training with params:
{'eval_metric': 'auc', 'sampling_method': 'uniform', 'alpha': 0.0, 'tree_method': 'exact', 'booster': 'gbtree', 'colsample_bytree': 0.5, 'verbosity': 1, 'nthread': -1, 'min_child_weight': 1.8, 'predictor': 'cpu_predictor', 'subsample': 0.5, 'eta': 0.1, 'objective': 'binary:logistic', 'max_depth': 22, 'gamma': 0.05}




Total data:
Total Events	=	2000000 (B/S= 1672280 / 327720 = 5.10)
BackgroundSumW/SignalSumW 	=	118920104.000000 / 962626.812500	=	123.537079
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	118959856.000000 / 962626.812500	=	123.578377

Training data:
Total Events	=	819550 (B/S= 684955 / 134595 = 5.09)
BackgroundSumW/SignalSumW 	=	48728768.000000 / 396644.968750	=	122.852356
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48750264.000000 / 396644.968750	=	122.906548

Validation data:
Total Events	=	579872 (B/S= 485148 / 94724 = 5.12)
BackgroundSumW/SignalSumW 	=	34831516.000000 / 277818.906250	=	125.374893
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	34816180.000000 / 277818.906250	=	125.319695

Test data:
Total Events	=	600578 (B/S= 502177 / 98401 = 5.10)
BackgroundSumW/SignalSumW 	=	35359820.000000 / 288163.031250	=	122.707687
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35393416.000000 / 288163.031250	=	122.824280


[0]	train-auc:0.996068	test-auc:0.993431	validation-auc:0.993315
            0.974119, 
            0.974151, 
            0.974098, 
            0.974044, 
            0.974144, 
            0.974091, 
            0.974102, 
            0.974092, 
            0.974114
        ]
    }, 
    "train": {
        "auc": [
            0.916697, 
            0.919832, 
            0.927396, 
            0.932987, 
            0.936305, 
            0.940874, 
            0.953718, 
            0.960945, 
            0.961536, 
            0.964128, 
            0.966137, 
            0.967418, 
            0.969269, 
            0.970027, 
            0.971685, 
            0.972934, 
            0.974766, 
            0.975202, 
            0.975804, 
            0.976212, 
            0.97653, 
            0.972084, 
            0.97657, 
            0.977419, 
            0.97842, 
            0.979252, 
            0.979601, 
            0.980095, 
            0.980784, 
            0.981045, 
            0.981656, 
            0.982118, 
            0.982186, 
            0.982497, 
            0.982923, 
            0.98352, 
            0.983851, 
            0.984203, 
            0.984534, 
            0.984665, 
            0.984852, 
            0.98524, 
            0.985477, 
            0.985908, 
            0.985897, 
            0.986161, 
            0.985941, 
            0.985942, 
            0.986092, 
            0.986456, 
            0.986637, 
            0.987013, 
            0.987293, 
            0.987393, 
            0.98762, 
            0.987945, 
            0.988204, 
            0.988445, 
            0.988745, 
            0.988916, 
            0.989063, 
            0.989215, 
            0.989504, 
            0.989689, 
            0.98996, 
            0.990045, 
            0.990217, 
            0.99035, 
            0.990256, 
            0.990291, 
            0.990495, 
            0.990604, 
            0.990685, 
            0.99084, 
            0.99097, 
            0.991063, 
            0.991176, 
            0.991367, 
            0.991513, 
            0.991541, 
            0.99156, 
            0.991687, 
            0.991979, 
            0.992029, 
            0.992213, 
            0.992274, 
            0.992333, 
            0.992444, 
            0.99257, 
            0.992674, 
            0.992769, 
            0.992867, 
            0.992894, 
            0.993061, 
            0.993108, 
            0.993219, 
            0.993288, 
            0.99337, 
            0.993404, 
            0.993522, 
            0.993592, 
            0.993694, 
            0.993796, 
            0.993831, 
            0.993907, 
            0.993968, 
            0.994035, 
            0.993952, 
            0.994001, 
            0.994091, 
            0.994149, 
            0.994266, 
            0.994302, 
            0.994402, 
            0.994483, 
            0.99451, 
            0.994584, 
            0.994644, 
            0.994675, 
            0.994749, 
            0.994782, 
            0.994834, 
            0.994922, 
            0.994961
        ]
    }, 
    "validation": {
        "auc": [
            0.91252, 
            0.91446, 
            0.922182, 
            0.928674, 
            0.932106, 
            0.936116, 
            0.948043, 
            0.954305, 
            0.953935, 
            0.956727, 
            0.958957, 
            0.959868, 
            0.961006, 
            0.961267, 
            0.962852, 
            0.963879, 
            0.966046, 
            0.966507, 
            0.966711, 
            0.966685, 
            0.966792, 
            0.96286, 
            0.967276, 
            0.967432, 
            0.968146, 
            0.968939, 
            0.969016, 
            0.969275, 
            0.970031, 
            0.970327, 
            0.970984, 
            0.971124, 
            0.971072, 
            0.971165, 
            0.97146, 
            0.971971, 
            0.972036, 
            0.97219, 
            0.972595, 
            0.97285, 
            0.97308, 
            0.973128, 
            0.973269, 
            0.973693, 
            0.973604, 
            0.973716, 
            0.973565, 
            0.973427, 
            0.973434, 
            0.973744, 
            0.973827, 
            0.973932, 
            0.97422, 
            0.974159, 
            0.97423, 
            0.974627, 
            0.974755, 
            0.975004, 
            0.975272, 
            0.975339, 
            0.975594, 
            0.975695, 
            0.975941, 
            0.975962, 
            0.976099, 
            0.975984, 
            0.976126, 
            0.976117, 
            0.976015, 
            0.976115, 
            0.976237, 
            0.976228, 
            0.976151, 
            0.976159, 
            0.976194, 
            0.976379, 
            0.976523, 
            0.976625, 
            0.976861, 
            0.976817, 
            0.976762, 
            0.97679, 
            0.976999, 
            0.977092, 
            0.977286, 
            0.977214, 
            0.977153, 
            0.97719, 
            0.977331, 
            0.977421, 
            0.977431, 
            0.977409, 
            0.977285, 
            0.977448, 
            0.977412, 
            0.977536, 
            0.97758, 
            0.977622, 
            0.977663, 
            0.97774, 
            0.977714, 
            0.977732, 
            0.977829, 
            0.977742, 
            0.977793, 
            0.977762, 
            0.977784, 
            0.97768, 
            0.977702, 
            0.977729, 
            0.977769, 
            0.977831, 
            0.977805, 
            0.977923, 
            0.977993, 
            0.977925, 
            0.977939, 
            0.977899, 
            0.977871, 
            0.977957, 
            0.977866, 
            0.977902, 
            0.977951, 
            0.977933
        ]
    }
}



[0]	train-auc:0.968224	test-auc:0.966114
[1]	train-auc:0.947515	test-auc:0.944978
[2]	train-auc:0.952274	test-auc:0.949191
[3]	train-auc:0.955956	test-auc:0.951558
[4]	train-auc:0.949204	test-auc:0.944704
[5]	train-auc:0.952723	test-auc:0.947892
[6]	train-auc:0.955061	test-auc:0.950184
[7]	train-auc:0.956924	test-auc:0.951019
[8]	train-auc:0.960205	test-auc:0.954328
[9]	train-auc:0.961578	test-auc:0.954804
[10]	train-auc:0.963354	test-auc:0.956071
[11]	train-auc:0.964614	test-auc:0.957099
[12]	train-auc:0.964671	test-auc:0.956755
[13]	train-auc:0.966369	test-auc:0.958229
[14]	train-auc:0.966952	test-auc:0.958988
[15]	train-auc:0.968527	test-auc:0.959895
[16]	train-auc:0.969676	test-auc:0.960807
[17]	train-auc:0.970511	test-auc:0.961447
[18]	train-auc:0.971106	test-auc:0.961769
[19]	train-auc:0.971407	test-auc:0.96205
[20]	train-auc:0.972492	test-auc:0.962811
[21]	train-auc:0.973244	test-auc:0.963139
[22]	train-auc:0.973943	test-auc:0.963292
[23]	train-auc:0.974548	test-auc:0.963573
[24]	train-auc:0.975185	test-auc:0.963806
[25]	train-auc:0.973391	test-auc:0.96194
[26]	train-auc:0.975438	test-auc:0.963443
[27]	train-auc:0.97602	test-auc:0.963761
[28]	train-auc:0.976648	test-auc:0.964149
[29]	train-auc:0.977709	test-auc:0.96504
[30]	train-auc:0.978307	test-auc:0.965448
[31]	train-auc:0.978746	test-auc:0.965374
[32]	train-auc:0.978989	test-auc:0.965455
[33]	train-auc:0.979725	test-auc:0.966028
[34]	train-auc:0.979908	test-auc:0.965945
[35]	train-auc:0.980419	test-auc:0.966381
[36]	train-auc:0.980736	test-auc:0.966269
[37]	train-auc:0.981059	test-auc:0.966529
[38]	train-auc:0.981438	test-auc:0.966733
[39]	train-auc:0.981669	test-auc:0.966768
[40]	train-auc:0.982115	test-auc:0.967067
[41]	train-auc:0.982484	test-auc:0.967427
[42]	train-auc:0.982877	test-auc:0.967721
[43]	train-auc:0.983104	test-auc:0.967941
[44]	train-auc:0.983404	test-auc:0.96823
[45]	train-auc:0.983623	test-auc:0.968428
[46]	train-auc:0.984038	test-auc:0.968775
[47]	train-auc:0.984203	test-auc:0.968947
[48]	train-auc:0.984172	test-auc:0.968877
[49]	train-auc:0.984401	test-auc:0.968976
[50]	train-auc:0.984901	test-auc:0.969322
[51]	train-auc:0.985216	test-auc:0.969666
[52]	train-auc:0.985422	test-auc:0.969887
[53]	train-auc:0.985536	test-auc:0.969928
[54]	train-auc:0.985913	test-auc:0.970499
[55]	train-auc:0.986087	test-auc:0.9707
[56]	train-auc:0.986302	test-auc:0.970884
[57]	train-auc:0.986585	test-auc:0.971121
[58]	train-auc:0.986795	test-auc:0.971186
[59]	train-auc:0.986932	test-auc:0.971217
[60]	train-auc:0.987141	test-auc:0.971342
[61]	train-auc:0.987382	test-auc:0.971556
[62]	train-auc:0.987578	test-auc:0.97161
[63]	train-auc:0.987781	test-auc:0.971773
[64]	train-auc:0.98786	test-auc:0.971907
[65]	train-auc:0.987948	test-auc:0.9719
[66]	train-auc:0.988195	test-auc:0.972013
[67]	train-auc:0.988385	test-auc:0.972099
[68]	train-auc:0.98851	test-auc:0.972049
[69]	train-auc:0.98874	test-auc:0.972127
[70]	train-auc:0.988906	test-auc:0.972242
[71]	train-auc:0.989124	test-auc:0.972529
[72]	train-auc:0.989275	test-auc:0.97268
[73]	train-auc:0.989329	test-auc:0.972632
[74]	train-auc:0.989457	test-auc:0.972609
[75]	train-auc:0.989573	test-auc:0.97258
[76]	train-auc:0.989769	test-auc:0.972721
[77]	train-auc:0.989911	test-auc:0.972727
[78]	train-auc:0.990095	test-auc:0.972944
[79]	train-auc:0.990289	test-auc:0.973002
[80]	train-auc:0.990407	test-auc:0.973072
[81]	train-auc:0.990525	test-auc:0.97312
[82]	train-auc:0.990734	test-auc:0.973329
[83]	train-auc:0.990864	test-auc:0.973435
[84]	train-auc:0.990969	test-auc:0.973459
[85]	train-auc:0.991088	test-auc:0.973578
[86]	train-auc:0.991185	test-auc:0.973511
[87]	train-auc:0.991305	test-auc:0.973607
[88]	train-auc:0.991412	test-auc:0.973533
[89]	train-auc:0.991606	test-auc:0.97378
[90]	train-auc:0.991698	test-auc:0.973861
[91]	train-auc:0.991839	test-auc:0.974029
[92]	train-auc:0.99187	test-auc:0.973943
[93]	train-auc:0.992036	test-auc:0.974067
[94]	train-auc:0.9922	test-auc:0.974349
[95]	train-auc:0.992271	test-auc:0.974361
[96]	train-auc:0.992367	test-auc:0.974433
[97]	train-auc:0.992431	test-auc:0.974342
[98]	train-auc:0.992536	test-auc:0.974378
[99]	train-auc:0.992607	test-auc:0.974409
[100]	train-auc:0.992678	test-auc:0.974517
[101]	train-auc:0.992765	test-auc:0.974565
[102]	train-auc:0.99281	test-auc:0.97446
[103]	train-auc:0.992865	test-auc:0.974483
[104]	train-auc:0.99294	test-auc:0.974518
[105]	train-auc:0.992995	test-auc:0.97455
[106]	train-auc:0.993087	test-auc:0.974582
[107]	train-auc:0.993189	test-auc:0.974632
[108]	train-auc:0.993254	test-auc:0.974666
[109]	train-auc:0.993329	test-auc:0.974685
[110]	train-auc:0.993407	test-auc:0.974668
[111]	train-auc:0.993448	test-auc:0.974667
[112]	train-auc:0.993514	test-auc:0.974626
[113]	train-auc:0.993594	test-auc:0.974642
[114]	train-auc:0.993686	test-auc:0.974733

Post-validation progress:

{
    "test": {
        "auc": [
            0.966114, 
            0.944978, 
            0.949191, 
            0.951558, 
            0.944704, 
            0.947892, 
            0.950184, 
            0.951019, 
            0.954328, 
            0.954804, 
            0.956071, 
            0.957099, 
            0.956755, 
            0.958229, 
            0.958988, 
            0.959895, 
            0.960807, 
            0.961447, 
            0.961769, 
            0.96205, 
            0.962811, 
            0.963139, 
            0.963292, 
            0.963573, 
            0.963806, 
            0.96194, 
            0.963443, 
            0.963761, 
            0.964149, 
            0.96504, 
            0.965448, 
            0.965374, 
            0.965455, 
            0.966028, 
            0.965945, 
            0.966381, 
            0.966269, 
            0.966529, 
            0.966733, 
            0.966768, 
            0.967067, 
            0.967427, 
            0.967721, 
            0.967941, 
            0.96823, 
            0.968428, 
            0.968775, 
            0.968947, 
            0.968877, 
            0.968976, 
            0.969322, 
            0.969666, 
            0.969887, 
            0.969928, 
            0.970499, 
            0.9707, 
            0.970884, 
            0.971121, 
            0.971186, 
            0.971217, 
            0.971342, 
            0.971556, 
            0.97161, 
            0.971773, 
            0.971907, 
            0.9719, 
            0.972013, 
            0.972099, 
            0.972049, 
            0.972127, 
            0.972242, 
            0.972529, 
            0.97268, 
            0.972632, 
            0.972609, 
            0.97258, 
            0.972721, 
            0.972727, 
            0.972944, 
            0.973002, 
            0.973072, 
            0.97312, 
            0.973329, 
            0.973435, 
            0.973459, 
            0.973578, 
            0.973511, 
            0.973607, 
            0.973533, 
            0.97378, 
            0.973861, 
            0.974029, 
            0.973943, 
            0.974067, 
            0.974349, 
            0.974361, 
            0.974433, 
            0.974342, 
            0.974378, 
            0.974409, 
            0.974517, 
            0.974565, 
            0.97446, 
            0.974483, 
            0.974518, 
            0.97455, 
            0.974582, 
            0.974632, 
            0.974666, 
            0.974685, 
            0.974668, 
            0.974667, 
            0.974626, 
            0.974642, 
            0.974733
        ]
    }, 
    "train": {
        "auc": [
            0.968224, 
            0.947515, 
            0.952274, 
            0.955956, 
            0.949204, 
            0.952723, 
            0.955061, 
            0.956924, 
            0.960205, 
            0.961578, 
            0.963354, 
            0.964614, 
            0.964671, 
            0.966369, 
            0.966952, 
            0.968527, 
            0.969676, 
            0.970511, 
            0.971106, 
            0.971407, 
            0.972492, 
            0.973244, 
            0.973943, 
            0.974548, 
            0.975185, 
            0.973391, 
            0.975438, 
            0.97602, 
            0.976648, 
            0.977709, 
            0.978307, 
            0.978746, 
            0.978989, 
            0.979725, 
            0.979908, 
            0.980419, 
            0.980736, 
            0.981059, 
            0.981438, 
            0.981669, 
            0.982115, 
            0.982484, 
            0.982877, 
            0.983104, 
            0.983404, 
            0.983623, 
            0.984038, 
            0.984203, 
            0.984172, 
            0.984401, 
            0.984901, 
            0.985216, 
            0.985422, 
            0.985536, 
            0.985913, 
            0.986087, 
            0.986302, 
            0.986585, 
            0.986795, 
            0.986932, 
            0.987141, 
            0.987382, 
            0.987578, 
            0.987781, 
            0.98786, 
            0.987948, 
            0.988195, 
            0.988385, 
            0.98851, 
            0.98874, 
            0.988906, 
            0.989124, 
            0.989275, 
            0.989329, 
            0.989457, 
            0.989573, 
            0.989769, 
            0.989911, 
            0.990095, 
            0.990289, 
            0.990407, 
            0.990525, 
            0.990734, 
            0.990864, 
            0.990969, 
            0.991088, 
            0.991185, 
            0.991305, 
            0.991412, 
            0.991606, 
            0.991698, 
            0.991839, 
            0.99187, 
            0.992036, 
            0.9922, 
            0.992271, 
            0.992367, 
            0.992431, 
            0.992536, 
            0.992607, 
            0.992678, 
            0.992765, 
            0.99281, 
            0.992865, 
            0.99294, 
            0.992995, 
            0.993087, 
            0.993189, 
            0.993254, 
            0.993329, 
            0.993407, 
            0.993448, 
            0.993514, 
            0.993594, 
            0.993686
        ]
    }
}



Chunk 10 processed!


Total data:
Total Events	=	2000000 (B/S= 1671029 / 328971 = 5.08)
BackgroundSumW/SignalSumW 	=	119963848.000000 / 964521.562500	=	124.376534
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	119991832.000000 / 964521.562500	=	124.405548

Training data:
Total Events	=	819610 (B/S= 684667 / 134943 = 5.07)
BackgroundSumW/SignalSumW 	=	48773156.000000 / 394311.343750	=	123.691994
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	48820660.000000 / 394311.343750	=	123.812469

Validation data:
Total Events	=	579479 (B/S= 484391 / 95088 = 5.09)
BackgroundSumW/SignalSumW 	=	35046196.000000 / 279242.843750	=	125.504364
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	35040260.000000 / 279242.843750	=	125.483109

Test data:
Total Events	=	600911 (B/S= 501971 / 98940 = 5.07)
BackgroundSumW/SignalSumW 	=	36144488.000000 / 290967.187500	=	124.221870
BackgroundSumPtEtaW/SignalSumPtEtaW 	=	36130908.000000 / 290967.187500	=	124.175194


[0]	train-auc:0.901887	test-auc:0.904045	validation-auc:0.900425
Multiple eval metrics have been passed: 'validation-auc' will be used for early stopping.

Will train until validation-auc hasn't improved in 10 rounds.
[1]	train-auc:0.90724	test-auc:0.908822	validation-auc:0.904122
[2]	train-auc:0.917934	test-auc:0.918135	validation-auc:0.913482
[3]	train-auc:0.919849	test-auc:0.918918	validation-auc:0.915619
[4]	train-auc:0.927697	test-auc:0.926495	validation-auc:0.923055
[5]	train-auc:0.93041	test-auc:0.928029	validation-auc:0.924947
[6]	train-auc:0.937054	test-auc:0.934176	validation-auc:0.930543
[7]	train-auc:0.94298	test-auc:0.938114	validation-auc:0.935252
[8]	train-auc:0.947611	test-auc:0.942226	validation-auc:0.939723
[9]	train-auc:0.951936	test-auc:0.946171	validation-auc:0.943665
[10]	train-auc:0.951488	test-auc:0.945954	validation-auc:0.944349
[11]	train-auc:0.954204	test-auc:0.947511	validation-auc:0.947014
[12]	train-auc:0.956885	test-auc:0.94951	validation-auc:0.949037
[13]	train-auc:0.95935	test-auc:0.951233	validation-auc:0.950708
[14]	train-auc:0.960868	test-auc:0.952351	validation-auc:0.951576
[15]	train-auc:0.962434	test-auc:0.953455	validation-auc:0.953302
[16]	train-auc:0.963443	test-auc:0.954127	validation-auc:0.954207
[17]	train-auc:0.965324	test-auc:0.955158	validation-auc:0.955419
[18]	train-auc:0.966392	test-auc:0.956346	validation-auc:0.956051
[19]	train-auc:0.966022	test-auc:0.955368	validation-auc:0.955487
[20]	train-auc:0.967253	test-auc:0.956254	validation-auc:0.956373
[21]	train-auc:0.966914	test-auc:0.955618	validation-auc:0.956213
[22]	train-auc:0.968211	test-auc:0.956737	validation-auc:0.957228
[23]	train-auc:0.969116	test-auc:0.957216	validation-auc:0.957592
[24]	train-auc:0.969756	test-auc:0.957597	validation-auc:0.957881
[25]	train-auc:0.970651	test-auc:0.95842	validation-auc:0.95874
[26]	train-auc:0.968079	test-auc:0.956064	validation-auc:0.956249
[27]	train-auc:0.968789	test-auc:0.95696	validation-auc:0.957205
[28]	train-auc:0.969895	test-auc:0.957655	validation-auc:0.957892
[29]	train-auc:0.971062	test-auc:0.958928	validation-auc:0.958918
[30]	train-auc:0.971779	test-auc:0.959127	validation-auc:0.959503
[31]	train-auc:0.972859	test-auc:0.959799	validation-auc:0.960658
[32]	train-auc:0.973834	test-auc:0.960948	validation-auc:0.961778
[33]	train-auc:0.974557	test-auc:0.961357	validation-auc:0.962186
[34]	train-auc:0.975053	test-auc:0.961529	validation-auc:0.96226
[35]	train-auc:0.975351	test-auc:0.961962	validation-auc:0.962517
[36]	train-auc:0.976448	test-auc:0.962974	validation-auc:0.963559
[37]	train-auc:0.97351	test-auc:0.959109	validation-auc:0.959496
[38]	train-auc:0.974061	test-auc:0.959274	validation-auc:0.959883
[39]	train-auc:0.974851	test-auc:0.959946	validation-auc:0.960324
[40]	train-auc:0.975482	test-auc:0.960239	validation-auc:0.960886
[41]	train-auc:0.976086	test-auc:0.961141	validation-auc:0.96162
[42]	train-auc:0.976942	test-auc:0.96194	validation-auc:0.962153
[43]	train-auc:0.977641	test-auc:0.962337	validation-auc:0.962695
[44]	train-auc:0.97853	test-auc:0.963634	validation-auc:0.963735
[45]	train-auc:0.979291	test-auc:0.96417	validation-auc:0.964498
[46]	train-auc:0.97956	test-auc:0.964076	validation-auc:0.964592
[47]	train-auc:0.98031	test-auc:0.96506	validation-auc:0.965474
[48]	train-auc:0.976411	test-auc:0.962044	validation-auc:0.961969
[49]	train-auc:0.97763	test-auc:0.96275	validation-auc:0.963843
[50]	train-auc:0.978846	test-auc:0.963933	validation-auc:0.964856
[51]	train-auc:0.978228	test-auc:0.963294	validation-auc:0.964087
[52]	train-auc:0.979221	test-auc:0.964334	validation-auc:0.96541
[53]	train-auc:0.97963	test-auc:0.964479	validation-auc:0.965431
[54]	train-auc:0.980322	test-auc:0.96495	validation-auc:0.966031
[55]	train-auc:0.981144	test-auc:0.965468	validation-auc:0.966491
[56]	train-auc:0.98234	test-auc:0.966241	validation-auc:0.967302
[57]	train-auc:0.982896	test-auc:0.966523	validation-auc:0.967693
[58]	train-auc:0.983323	test-auc:0.966781	validation-auc:0.967934
[59]	train-auc:0.983868	test-auc:0.967139	validation-auc:0.968455
[60]	train-auc:0.984294	test-auc:0.967371	validation-auc:0.968763
[61]	train-auc:0.984563	test-auc:0.967476	validation-auc:0.969036
[62]	train-auc:0.984539	test-auc:0.967376	validation-auc:0.968908
[63]	train-auc:0.984624	test-auc:0.967108	validation-auc:0.96872
[64]	train-auc:0.984764	test-auc:0.967114	validation-auc:0.968703
[65]	train-auc:0.985057	test-auc:0.967441	validation-auc:0.968984
[66]	train-auc:0.985292	test-auc:0.967485	validation-auc:0.969088
[67]	train-auc:0.985602	test-auc:0.967724	validation-auc:0.969289
[68]	train-auc:0.986004	test-auc:0.968207	validation-auc:0.969713
[69]	train-auc:0.986255	test-auc:0.968475	validation-auc:0.969998
[70]	train-auc:0.98589	test-auc:0.968188	validation-auc:0.969702
[71]	train-auc:0.98625	test-auc:0.96855	validation-auc:0.970019
[72]	train-auc:0.986756	test-auc:0.968893	validation-auc:0.970412
[73]	train-auc:0.987056	test-auc:0.969245	validation-auc:0.970739
[74]	train-auc:0.987157	test-auc:0.96929	validation-auc:0.97084
[75]	train-auc:0.987289	test-auc:0.969488	validation-auc:0.971001
[76]	train-auc:0.98749	test-auc:0.969614	validation-auc:0.9711
[77]	train-auc:0.987925	test-auc:0.970223	validation-auc:0.971579
[78]	train-auc:0.988122	test-auc:0.970267	validation-auc:0.971609
[79]	train-auc:0.988344	test-auc:0.970466	validation-auc:0.971676
[80]	train-auc:0.988336	test-auc:0.970271	validation-auc:0.971579
[81]	train-auc:0.988393	test-auc:0.970218	validation-auc:0.971461
[82]	train-auc:0.988396	test-auc:0.9701	validation-auc:0.971385
[83]	train-auc:0.988588	test-auc:0.970242	validation-auc:0.971513
[84]	train-auc:0.988696	test-auc:0.970308	validation-auc:0.971581
[85]	train-auc:0.988797	test-auc:0.97038	validation-auc:0.97165
[86]	train-auc:0.988773	test-auc:0.970402	validation-auc:0.971609
[87]	train-auc:0.988839	test-auc:0.970453	validation-auc:0.971634
[88]	train-auc:0.988756	test-auc:0.970306	validation-auc:0.971482
[89]	train-auc:0.988793	test-auc:0.970067	validation-auc:0.971341
Stopping. Best iteration:
[79]	train-auc:0.988344	test-auc:0.970466	validation-auc:0.971676


Validation progress:

{
    "test": {
        "auc": [
            0.904045, 
            0.908822, 
            0.918135, 
            0.918918, 
            0.926495, 
            0.928029, 
            0.934176, 
            0.938114, 
            0.942226, 
            0.946171, 
            0.945954, 
            0.947511, 
            0.94951, 
            0.951233, 
            0.952351, 
            0.953455, 
            0.954127, 
            0.955158, 
            0.956346, 
            0.955368, 
            0.956254, 
            0.955618, 
            0.956737, 
            0.957216, 
            0.957597, 
            0.95842, 
            0.956064, 
            0.95696, 
            0.957655, 
            0.958928, 
            0.959127, 
            0.959799, 
            0.960948, 
            0.961357, 
            0.961529, 
            0.961962, 
            0.962974, 
            0.959109, 
            0.959274, 
            0.959946, 
            0.960239, 
            0.961141, 
            0.96194, 
            0.962337, 
            0.963634, 
            0.96417, 
            0.964076, 
            0.96506, 
            0.962044, 
            0.96275, 
            0.963933, 
            0.963294, 
            0.964334, 
            0.964479, 
            0.96495, 
            0.965468, 
            0.966241, 
            0.966523, 
            0.966781, 
            0.967139, 
            0.967371, 
            0.967476, 
            0.967376, 
            0.967108, 
            0.967114, 
            0.967441, 
            0.967485, 
            0.967724, 
            0.968207, 
            0.968475, 
            0.968188, 
            0.96855, 
            0.968893, 
            0.969245, 
            0.96929, 
            0.969488, 
            0.969614, 
            0.970223, 
            0.970267, 
            0.970466, 
            0.970271, 
            0.970218, 
            0.9701, 
            0.970242, 
            0.970308, 
            0.97038, 
            0.970402, 
            0.970453, 
            0.970306
        ]
    }, 
    "train": {
        "auc": [
            0.901887, 
            0.90724, 
            0.917934, 
            0.919849, 
            0.927697, 
            0.93041, 
            0.937054, 
            0.94298, 
            0.947611, 
            0.951936, 
            0.951488, 
            0.954204, 
            0.956885, 
            0.95935, 
            0.960868, 
            0.962434, 
            0.963443, 
            0.965324, 
            0.966392, 
            0.966022, 
            0.967253, 
            0.966914, 
            0.968211, 
            0.969116, 
            0.969756, 
            0.970651, 
            0.968079, 
            0.968789, 
            0.969895, 
            0.971062, 
            0.971779, 
            0.972859, 
            0.973834, 
            0.974557, 
            0.975053, 
            0.975351, 
            0.976448, 
            0.97351, 
            0.974061, 
            0.974851, 
            0.975482, 
            0.976086, 
            0.976942, 
            0.977641, 
            0.97853, 
            0.979291, 
            0.97956, 
            0.98031, 
            0.976411, 
            0.97763, 
            0.978846, 
            0.978228, 
            0.979221, 
            0.97963, 
            0.980322, 
            0.981144, 
            0.98234, 
            0.982896, 
            0.983323, 
            0.983868, 
            0.984294, 
            0.984563, 
            0.984539, 
            0.984624, 
            0.984764, 
            0.985057, 
            0.985292, 
            0.985602, 
            0.986004, 
            0.986255, 
            0.98589, 
            0.98625, 
            0.986756, 
            0.987056, 
            0.987157, 
            0.987289, 
            0.98749, 
            0.987925, 
            0.988122, 
            0.988344, 
            0.988336, 
            0.988393, 
            0.988396, 
            0.988588, 
            0.988696, 
            0.988797, 
            0.988773, 
            0.988839, 
            0.988756
        ]
    }, 
    "validation": {
        "auc": [
            0.900425, 
            0.904122, 
            0.913482, 
            0.915619, 
            0.923055, 
            0.924947, 
            0.930543, 
            0.935252, 
            0.939723, 
            0.943665, 
            0.944349, 
            0.947014, 
            0.949037, 
            0.950708, 
            0.951576, 
            0.953302, 
            0.954207, 
            0.955419, 
            0.956051, 
            0.955487, 
            0.956373, 
            0.956213, 
            0.957228, 
            0.957592, 
            0.957881, 
            0.95874, 
            0.956249, 
            0.957205, 
            0.957892, 
            0.958918, 
            0.959503, 
            0.960658, 
            0.961778, 
            0.962186, 
            0.96226, 
            0.962517, 
            0.963559, 
            0.959496, 
            0.959883, 
            0.960324, 
            0.960886, 
            0.96162, 
            0.962153, 
            0.962695, 
            0.963735, 
            0.964498, 
            0.964592, 
            0.965474, 
            0.961969, 
            0.963843, 
            0.964856, 
            0.964087, 
            0.96541, 
            0.965431, 
            0.966031, 
            0.966491, 
            0.967302, 
            0.967693, 
            0.967934, 
            0.968455, 
            0.968763, 
            0.969036, 
            0.968908, 
            0.96872, 
            0.968703, 
            0.968984, 
            0.969088, 
            0.969289, 
            0.969713, 
            0.969998, 
            0.969702, 
            0.970019, 
            0.970412, 
            0.970739, 
            0.97084, 
            0.971001, 
            0.9711, 
            0.971579, 
            0.971609, 
            0.971676, 
            0.971579, 
            0.971461, 
            0.971385, 
